DATA;CHUVA (mm);NÍVEL (m);CHUVA CORRIGIDA;NÍVEL CORRIGIDO;COMENTARIOS CHUVA;COMENTARIOS NÍVEL
25/5/2019 06:15;0;0,98;0;0,98;;
25/5/2019 06:30;0;0,98;0;0,98;;
25/5/2019 06:45;0;0,98;0;0,98;;
25/5/2019 07:00;0;0,98;0;0,98;;
25/5/2019 07:15;0;0,98;0;0,98;;
25/5/2019 07:30;0;0,97;0;0,97;;
25/5/2019 07:45;0;0,97;0;0,97;;
25/5/2019 08:00;0;0,97;0;0,97;;
25/5/2019 08:15;0;0,97;0;0,97;;
25/5/2019 08:30;0;0,97;0;0,97;;
25/5/2019 08:45;0;0,97;0;0,97;;
25/5/2019 09:00;0;0,96;0;0,96;;
25/5/2019 09:15;0;0,96;0;0,96;;
25/5/2019 09:30;0;0,96;0;0,96;;
25/5/2019 09:45;0;0,96;0;0,96;;
25/5/2019 10:00;0;0,96;0;0,96;;
25/5/2019 10:15;0;0,96;0;0,96;;
25/5/2019 10:30;0;0,96;0;0,96;;
25/5/2019 10:45;0;0,96;0;0,96;;
25/5/2019 11:00;0;0,96;0;0,96;;
25/5/2019 11:15;0;0,96;0;0,96;;
25/5/2019 11:30;0;0,96;0;0,96;;
25/5/2019 11:45;0;0,96;0;0,96;;
25/5/2019 12:00;0;0,96;0;0,96;;
25/5/2019 12:15;0;0,96;0;0,96;;
25/5/2019 12:30;0;0,96;0;0,96;;
25/5/2019 12:45;0;0,96;0;0,96;;
25/5/2019 13:00;0;0,96;0;0,96;;
25/5/2019 13:15;0;0,96;0;0,96;;
25/5/2019 13:30;0;0,96;0;0,96;;
25/5/2019 13:45;0;0,96;0;0,96;;
25/5/2019 14:00;0;0,96;0;0,96;;
25/5/2019 14:15;0;0,97;0;0,97;;
25/5/2019 14:30;0;0,97;0;0,97;;
25/5/2019 14:45;0;0,97;0;0,97;;
25/5/2019 15:00;0;0,97;0;0,97;;
25/5/2019 15:15;0;0,97;0;0,97;;
25/5/2019 15:30;0;0,98;0;0,98;;
25/5/2019 15:45;0;0,98;0;0,98;;
25/5/2019 16:00;0;0,98;0;0,98;;
25/5/2019 16:15;0;0,99;0;0,99;;
25/5/2019 16:30;0;0,99;0;0,99;;
25/5/2019 16:45;0;0,99;0;0,99;;
25/5/2019 17:00;0;0,99;0;0,99;;
25/5/2019 17:15;0;1;0;1;;
25/5/2019 17:30;0;0,99;0;0,99;;
25/5/2019 17:45;0;1;0;1;;
25/5/2019 18:00;0;1;0;1;;
25/5/2019 18:15;0;0,99;0;0,99;;
25/5/2019 18:30;0;0,99;0;0,99;;
25/5/2019 18:45;0;0,99;0;0,99;;
25/5/2019 19:00;0;0,99;0;0,99;;
25/5/2019 19:15;0;0,98;0;0,98;;
25/5/2019 19:30;0;0,99;0;0,99;;
25/5/2019 19:45;0;0,99;0;0,99;;
25/5/2019 20:00;0;0,98;0;0,98;;
25/5/2019 20:15;0;0,98;0;0,98;;
25/5/2019 20:30;0;0,98;0;0,98;;
25/5/2019 20:45;0;0,98;0;0,98;;
25/5/2019 21:00;0;0,98;0;0,98;;
25/5/2019 21:15;0;0,98;0;0,98;;
25/5/2019 21:30;0;0,98;0;0,98;;
25/5/2019 21:45;0;0,98;0;0,98;;
25/5/2019 22:00;0;0,97;0;0,97;;
25/5/2019 22:15;0;0,97;0;0,97;;
25/5/2019 22:30;0;0,97;0;0,97;;
25/5/2019 22:45;0;0,96;0;0,96;;
25/5/2019 23:00;0;0,96;0;0,96;;
25/5/2019 23:15;0;0,95;0;0,95;;
25/5/2019 23:30;0;0,94;0;0,94;;
25/5/2019 23:45;0;0,94;0;0,94;;
26/5/2019 00:00;0;0,93;0;0,93;;
26/5/2019 00:15;0;0,93;0;0,93;;
26/5/2019 00:30;0;0,93;0;0,93;;
26/5/2019 00:45;0;0,92;0;0,92;;
26/5/2019 01:00;0;0,92;0;0,92;;
26/5/2019 01:15;0;0,91;0;0,91;;
26/5/2019 01:30;0;0,91;0;0,91;;
26/5/2019 01:45;0;0,9;0;0,9;;
26/5/2019 02:00;0;0,9;0;0,9;;
26/5/2019 02:15;0;0,9;0;0,9;;
26/5/2019 02:30;0;0,89;0;0,89;;
26/5/2019 02:45;0;0,89;0;0,89;;
26/5/2019 03:00;0;0,88;0;0,88;;
26/5/2019 03:15;0;0,88;0;0,88;;
26/5/2019 03:30;0;0,88;0;0,88;;
26/5/2019 03:45;0;0,88;0;0,88;;
26/5/2019 04:00;0;0,87;0;0,87;;
26/5/2019 04:15;0;0,87;0;0,87;;
26/5/2019 04:30;0;0,86;0;0,86;;
26/5/2019 04:45;0;0,86;0;0,86;;
26/5/2019 05:00;0;0,86;0;0,86;;
26/5/2019 05:15;0;0,85;0;0,85;;
26/5/2019 05:30;0;0,85;0;0,85;;
26/5/2019 05:45;0;0,85;0;0,85;;
26/5/2019 06:00;0;0,84;0;0,84;;
26/5/2019 06:15;0;0,84;0;0,84;;
26/5/2019 06:30;0;0,84;0;0,84;;
26/5/2019 06:45;0;0,83;0;0,83;;
26/5/2019 07:00;0;0,83;0;0,83;;
26/5/2019 07:15;0;0,83;0;0,83;;
26/5/2019 07:30;0;0,83;0;0,83;;
26/5/2019 07:45;0;0,82;0;0,82;;
26/5/2019 08:00;0;0,82;0;0,82;;
26/5/2019 08:15;0;0,82;0;0,82;;
26/5/2019 08:30;0;0,82;0;0,82;;
26/5/2019 08:45;0;0,81;0;0,81;;
26/5/2019 09:00;0;0,81;0;0,81;;
26/5/2019 09:15;0;0,81;0;0,81;;
26/5/2019 09:30;0;0,81;0;0,81;;
26/5/2019 09:45;0;0,8;0;0,8;;
26/5/2019 10:00;0;0,8;0;0,8;;
26/5/2019 10:15;0;0,8;0;0,8;;
26/5/2019 10:30;0;0,8;0;0,8;;
26/5/2019 10:45;0;0,8;0;0,8;;
26/5/2019 11:00;0;0,8;0;0,8;;
26/5/2019 11:15;0;0,8;0;0,8;;
26/5/2019 11:30;0;0,8;0;0,8;;
26/5/2019 11:45;0;0,8;0;0,8;;
26/5/2019 12:00;0;0,8;0;0,8;;
26/5/2019 12:15;0;0,8;0;0,8;;
26/5/2019 12:30;0;0,8;0;0,8;;
26/5/2019 12:45;0;0,8;0;0,8;;
26/5/2019 13:00;0;0,8;0;0,8;;
26/5/2019 13:15;0;0,81;0;0,81;;
26/5/2019 13:30;0;0,81;0;0,81;;
26/5/2019 13:45;0;0,81;0;0,81;;
26/5/2019 14:00;0;0,82;0;0,82;;
26/5/2019 14:15;0;0,85;0;0,85;;
26/5/2019 14:30;0;0,85;0;0,85;;
26/5/2019 14:45;0;0,85;0;0,85;;
26/5/2019 15:00;0;0,84;0;0,84;;
26/5/2019 15:15;0;0,83;0;0,83;;
26/5/2019 15:30;0;0,83;0;0,83;;
26/5/2019 15:45;0;0,84;0;0,84;;
26/5/2019 16:00;0;0,86;0;0,86;;
26/5/2019 16:15;0;0,87;0;0,87;;
26/5/2019 16:30;0;0,87;0;0,87;;
26/5/2019 16:45;0;0,87;0;0,87;;
26/5/2019 17:00;0;0,87;0;0,87;;
26/5/2019 17:15;0;0,87;0;0,87;;
26/5/2019 17:30;0;0,88;0;0,88;;
26/5/2019 17:45;0;0,87;0;0,87;;
26/5/2019 18:00;0;0,87;0;0,87;;
26/5/2019 18:15;0;0,88;0;0,88;;
26/5/2019 18:30;0;0,87;0;0,87;;
26/5/2019 18:45;0;0,87;0;0,87;;
26/5/2019 19:00;0;0,87;0;0,87;;
26/5/2019 19:15;0;0,88;0;0,88;;
26/5/2019 19:30;0;0,88;0;0,88;;
26/5/2019 19:45;0;0,88;0;0,88;;
26/5/2019 20:00;0;0,88;0;0,88;;
26/5/2019 20:15;0;0,88;0;0,88;;
26/5/2019 20:30;0;0,88;0;0,88;;
26/5/2019 20:45;0;0,88;0;0,88;;
26/5/2019 21:00;0;0,88;0;0,88;;
26/5/2019 21:15;0;0,88;0;0,88;;
26/5/2019 21:30;0;0,88;0;0,88;;
26/5/2019 21:45;0;0,88;0;0,88;;
26/5/2019 22:00;0;0,88;0;0,88;;
26/5/2019 22:15;0;0,88;0;0,88;;
26/5/2019 22:30;0;0,87;0;0,87;;
26/5/2019 22:45;0;0,87;0;0,87;;
26/5/2019 23:00;0;0,87;0;0,87;;
26/5/2019 23:15;0;0,86;0;0,86;;
26/5/2019 23:30;0;0,86;0;0,86;;
26/5/2019 23:45;0;0,86;0;0,86;;
27/5/2019 00:00;0;0,85;0;0,85;;
27/5/2019 00:15;0;0,85;0;0,85;;
27/5/2019 00:30;0;0,84;0;0,84;;
27/5/2019 00:45;0;0,84;0;0,84;;
27/5/2019 01:00;0;0,84;0;0,84;;
27/5/2019 01:15;0;0,84;0;0,84;;
27/5/2019 01:30;0;0,83;0;0,83;;
27/5/2019 01:45;0;0,83;0;0,83;;
27/5/2019 02:00;0;0,83;0;0,83;;
27/5/2019 02:15;0;0,83;0;0,83;;
27/5/2019 02:30;0;0,82;0;0,82;;
27/5/2019 02:45;0;0,82;0;0,82;;
27/5/2019 03:00;0;0,82;0;0,82;;
27/5/2019 03:15;0;0,81;0;0,81;;
27/5/2019 03:30;0;0,81;0;0,81;;
27/5/2019 03:45;0;0,81;0;0,81;;
27/5/2019 04:00;0;0,81;0;0,81;;
27/5/2019 04:15;0;0,8;0;0,8;;
27/5/2019 04:30;0;0,8;0;0,8;;
27/5/2019 04:45;0;0,8;0;0,8;;
27/5/2019 05:00;0;0,79;0;0,79;;
27/5/2019 05:15;0;0,79;0;0,79;;
27/5/2019 05:30;0;0,79;0;0,79;;
27/5/2019 05:45;0;0,78;0;0,78;;
27/5/2019 06:00;0;0,78;0;0,78;;
27/5/2019 06:15;0;0,78;0;0,78;;
27/5/2019 06:30;0;0,77;0;0,77;;
27/5/2019 06:45;0;0,77;0;0,77;;
27/5/2019 07:00;0;0,77;0;0,77;;
27/5/2019 07:15;0;0,76;0;0,76;;
27/5/2019 07:30;0;0,76;0;0,76;;
27/5/2019 07:45;0;0,76;0;0,76;;
27/5/2019 08:00;0;0,75;0;0,75;;
27/5/2019 08:15;0;0,75;0;0,75;;
27/5/2019 08:30;0;0,75;0;0,75;;
27/5/2019 08:45;0;0,74;0;0,74;;
27/5/2019 09:00;0;0,74;0;0,74;;
27/5/2019 09:15;0;0,74;0;0,74;;
27/5/2019 09:30;0;0,74;0;0,74;;
27/5/2019 09:45;0;0,73;0;0,73;;
27/5/2019 10:00;0;0,73;0;0,73;;
27/5/2019 10:15;0;0,73;0;0,73;;
27/5/2019 10:30;0;0,73;0;0,73;;
27/5/2019 10:45;0;0,73;0;0,73;;
27/5/2019 11:00;0;0,73;0;0,73;;
27/5/2019 11:15;0;0,73;0;0,73;;
27/5/2019 11:30;0;0,73;0;0,73;;
27/5/2019 11:45;0;0,74;0;0,74;;
27/5/2019 12:00;0;0,74;0;0,74;;
27/5/2019 12:15;0;0,73;0;0,73;;
27/5/2019 12:30;0;0,73;0;0,73;;
27/5/2019 12:45;0;0,73;0;0,73;;
27/5/2019 13:00;0;0,73;0;0,73;;
27/5/2019 13:15;0;0,73;0;0,73;;
27/5/2019 13:30;0;0,74;0;0,74;;
27/5/2019 13:45;0;0,74;0;0,74;;
27/5/2019 14:00;0;0,75;0;0,75;;
27/5/2019 14:15;0;0,75;0;0,75;;
27/5/2019 14:30;0;0,75;0;0,75;;
27/5/2019 14:45;0;0,76;0;0,76;;
27/5/2019 15:00;0;0,76;0;0,76;;
27/5/2019 15:15;0;0,76;0;0,76;;
27/5/2019 15:30;0;0,76;0;0,76;;
27/5/2019 15:45;0;0,77;0;0,77;;
27/5/2019 16:00;0;0,77;0;0,77;;
27/5/2019 16:15;0;0,78;0;0,78;;
27/5/2019 16:30;0;0,79;0;0,79;;
27/5/2019 16:45;0;0,8;0;0,8;;
27/5/2019 17:00;0;0,8;0;0,8;;
27/5/2019 17:15;0;0,81;0;0,81;;
27/5/2019 17:30;0;0,81;0;0,81;;
27/5/2019 17:45;0;0,81;0;0,81;;
27/5/2019 18:00;0;0,81;0;0,81;;
27/5/2019 18:15;0;0,81;0;0,81;;
27/5/2019 18:30;0;0,81;0;0,81;;
27/5/2019 18:45;0;0,81;0;0,81;;
27/5/2019 19:00;0;0,81;0;0,81;;
27/5/2019 19:15;0;0,81;0;0,81;;
27/5/2019 19:30;0;0,81;0;0,81;;
27/5/2019 19:45;0;0,81;0;0,81;;
27/5/2019 20:00;0;0,81;0;0,81;;
27/5/2019 20:15;0;0,81;0;0,81;;
27/5/2019 20:30;0;0,81;0;0,81;;
27/5/2019 20:45;0;0,81;0;0,81;;
27/5/2019 21:00;0;0,81;0;0,81;;
27/5/2019 21:15;0;0,81;0;0,81;;
27/5/2019 21:30;0;0,81;0;0,81;;
27/5/2019 21:45;0;0,81;0;0,81;;
27/5/2019 22:00;0;0,8;0;0,8;;
27/5/2019 22:15;0;0,8;0;0,8;;
27/5/2019 22:30;0;0,8;0;0,8;;
27/5/2019 22:45;0;0,79;0;0,79;;
27/5/2019 23:00;0;0,79;0;0,79;;
27/5/2019 23:15;0;0,78;0;0,78;;
27/5/2019 23:30;0;0,78;0;0,78;;
27/5/2019 23:45;0;0,78;0;0,78;;
28/5/2019 00:00;0;0,77;0;0,77;;
28/5/2019 00:15;0;0,77;0;0,77;;
28/5/2019 00:30;0;0,77;0;0,77;;
28/5/2019 00:45;0;0,77;0;0,77;;
28/5/2019 01:00;0;0,76;0;0,76;;
28/5/2019 01:15;0;0,76;0;0,76;;
28/5/2019 01:30;0;0,76;0;0,76;;
28/5/2019 01:45;0;0,75;0;0,75;;
28/5/2019 02:00;0;0,75;0;0,75;;
28/5/2019 02:15;0;0,75;0;0,75;;
28/5/2019 02:30;0;0,75;0;0,75;;
28/5/2019 02:45;0;0,74;0;0,74;;
28/5/2019 03:00;0;0,74;0;0,74;;
28/5/2019 03:15;0;0,73;0;0,73;;
28/5/2019 03:30;0;0,73;0;0,73;;
28/5/2019 03:45;0;0,73;0;0,73;;
28/5/2019 04:00;0;0,73;0;0,73;;
28/5/2019 04:15;0;0,73;0;0,73;;
28/5/2019 04:30;0;0,72;0;0,72;;
28/5/2019 04:45;0;0,72;0;0,72;;
28/5/2019 05:00;0;0,71;0;0,71;;
28/5/2019 05:15;0;0,71;0;0,71;;
28/5/2019 05:30;0;0,71;0;0,71;;
28/5/2019 05:45;0;0,7;0;0,7;;
28/5/2019 06:00;0;0,7;0;0,7;;
28/5/2019 06:15;0;0,7;0;0,7;;
28/5/2019 06:30;0;0,69;0;0,69;;
28/5/2019 06:45;0;0,69;0;0,69;;
28/5/2019 07:00;0;0,69;0;0,69;;
28/5/2019 07:15;0;0,69;0;0,69;;
28/5/2019 07:30;0;0,69;0;0,69;;
28/5/2019 07:45;0;0,69;0;0,69;;
28/5/2019 08:00;0;0,68;0;0,68;;
28/5/2019 08:15;0;0,68;0;0,68;;
28/5/2019 08:30;0;0,68;0;0,68;;
28/5/2019 08:45;0;0,68;0;0,68;;
28/5/2019 09:00;0;0,68;0;0,68;;
28/5/2019 09:15;0;0,67;0;0,67;;
28/5/2019 09:30;0;0,67;0;0,67;;
28/5/2019 09:45;0;0,67;0;0,67;;
28/5/2019 10:00;0;0,67;0;0,67;;
28/5/2019 10:15;0;0,67;0;0,67;;
28/5/2019 10:30;0;0,67;0;0,67;;
28/5/2019 10:45;0;0,67;0;0,67;;
28/5/2019 11:00;0;0,67;0;0,67;;
28/5/2019 11:15;0;0,67;0;0,67;;
28/5/2019 11:30;0;0,67;0;0,67;;
28/5/2019 11:45;0;0,67;0;0,67;;
28/5/2019 12:00;0;0,67;0;0,67;;
28/5/2019 12:15;0;0,67;0;0,67;;
28/5/2019 12:30;0;0,67;0;0,67;;
28/5/2019 12:45;0;0,68;0;0,68;;
28/5/2019 13:00;0;0,68;0;0,68;;
28/5/2019 13:15;0;0,68;0;0,68;;
28/5/2019 13:30;0;0,69;0;0,69;;
28/5/2019 13:45;0;0,69;0;0,69;;
28/5/2019 14:00;0;0,7;0;0,7;;
28/5/2019 14:15;0;0,7;0;0,7;;
28/5/2019 14:30;0;0,71;0;0,71;;
28/5/2019 14:45;0;0,71;0;0,71;;
28/5/2019 15:00;0;0,71;0;0,71;;
28/5/2019 15:15;0;0,71;0;0,71;;
28/5/2019 15:30;0;0,72;0;0,72;;
28/5/2019 15:45;0;0,72;0;0,72;;
28/5/2019 16:00;0;0,73;0;0,73;;
28/5/2019 16:15;0;0,74;0;0,74;;
28/5/2019 16:30;0;0,75;0;0,75;;
28/5/2019 16:45;0;0,75;0;0,75;;
28/5/2019 17:00;0;0,75;0;0,75;;
28/5/2019 17:15;0;0,75;0;0,75;;
28/5/2019 17:30;0;0,75;0;0,75;;
28/5/2019 17:45;0;0,75;0;0,75;;
28/5/2019 18:00;0;0,75;0;0,75;;
28/5/2019 18:15;0;0,75;0;0,75;;
28/5/2019 18:30;0;0,75;0;0,75;;
28/5/2019 18:45;0;0,75;0;0,75;;
28/5/2019 19:00;0;0,75;0;0,75;;
28/5/2019 19:15;0;0,75;0;0,75;;
28/5/2019 19:30;0;0,75;0;0,75;;
28/5/2019 19:45;0;0,75;0;0,75;;
28/5/2019 20:00;0;0,74;0;0,74;;
28/5/2019 20:15;0;0,74;0;0,74;;
28/5/2019 20:30;0;0,74;0;0,74;;
28/5/2019 20:45;0;0,74;0;0,74;;
28/5/2019 21:00;0;0,74;0;0,74;;
28/5/2019 21:15;0;0,74;0;0,74;;
28/5/2019 21:30;0;0,74;0;0,74;;
28/5/2019 21:45;0;0,74;0;0,74;;
28/5/2019 22:00;0;0,74;0;0,74;;
28/5/2019 22:15;0;0,74;0;0,74;;
28/5/2019 22:30;0;0,75;0;0,75;;
28/5/2019 22:45;0;0,75;0;0,75;;
28/5/2019 23:00;0;0,75;0;0,75;;
28/5/2019 23:15;0;0,76;0;0,76;;
28/5/2019 23:30;0;0,76;0;0,76;;
28/5/2019 23:45;0;0,76;0;0,76;;
29/5/2019 00:00;0;0,76;0;0,76;;
29/5/2019 00:15;0;0,75;0;0,75;;
29/5/2019 00:30;0;0,75;0;0,75;;
29/5/2019 00:45;0;0,74;0;0,74;;
29/5/2019 01:00;0;0,74;0;0,74;;
29/5/2019 01:15;0;0,73;0;0,73;;
29/5/2019 01:30;0;0,72;0;0,72;;
29/5/2019 01:45;0;0,72;0;0,72;;
29/5/2019 02:00;0;0,71;0;0,71;;
29/5/2019 02:15;0;0,71;0;0,71;;
29/5/2019 02:30;0;0,71;0;0,71;;
29/5/2019 02:45;0;0,7;0;0,7;;
29/5/2019 03:00;0;0,7;0;0,7;;
29/5/2019 03:15;0;0,7;0;0,7;;
29/5/2019 03:30;0;0,69;0;0,69;;
29/5/2019 03:45;0;0,69;0;0,69;;
29/5/2019 04:00;0;0,69;0;0,69;;
29/5/2019 04:15;0;0,68;0;0,68;;
29/5/2019 04:30;0;0,68;0;0,68;;
29/5/2019 04:45;0;0,68;0;0,68;;
29/5/2019 05:00;0;0,68;0;0,68;;
29/5/2019 05:15;0;0,67;0;0,67;;
29/5/2019 05:30;0;0,67;0;0,67;;
29/5/2019 05:45;0;0,67;0;0,67;;
29/5/2019 06:00;0;0,66;0;0,66;;
29/5/2019 06:15;0;0,66;0;0,66;;
29/5/2019 06:30;0;0,66;0;0,66;;
29/5/2019 06:45;0;0,65;0;0,65;;
29/5/2019 07:00;0;0,65;0;0,65;;
29/5/2019 07:15;0;0,65;0;0,65;;
29/5/2019 07:30;0;0,64;0;0,64;;
29/5/2019 07:45;0;0,64;0;0,64;;
29/5/2019 08:00;0;0,64;0;0,64;;
29/5/2019 08:15;0;0,63;0;0,63;;
29/5/2019 08:30;0;0,63;0;0,63;;
29/5/2019 08:45;0;0,63;0;0,63;;
29/5/2019 09:00;0;0,63;0;0,63;;
29/5/2019 09:15;0;0,62;0;0,62;;
29/5/2019 09:30;0;0,62;0;0,62;;
29/5/2019 09:45;0;0,62;0;0,62;;
29/5/2019 10:00;0;0,62;0;0,62;;
29/5/2019 10:15;0;0,61;0;0,61;;
29/5/2019 10:30;0;0,61;0;0,61;;
29/5/2019 10:45;0;0,61;0;0,61;;
29/5/2019 11:00;0;0,61;0;0,61;;
29/5/2019 11:15;0;0,61;0;0,61;;
29/5/2019 11:30;0;0,62;0;0,62;;
29/5/2019 11:45;0;0,61;0;0,61;;
29/5/2019 12:00;0;0,61;0;0,61;;
29/5/2019 12:15;0;0,61;0;0,61;;
29/5/2019 12:30;0;0,61;0;0,61;;
29/5/2019 12:45;0;0,61;0;0,61;;
29/5/2019 13:00;0;0,61;0;0,61;;
29/5/2019 13:15;0;0,61;0;0,61;;
29/5/2019 13:30;0;0,62;0;0,62;;
29/5/2019 13:45;0;0,62;0;0,62;;
29/5/2019 14:00;0;0,62;0;0,62;;
29/5/2019 14:15;0;0,63;0;0,63;;
29/5/2019 14:30;0;0,63;0;0,63;;
29/5/2019 14:45;0;0,64;0;0,64;;
29/5/2019 15:00;0;0,63;0;0,63;;
29/5/2019 15:15;0;0,64;0;0,64;;
29/5/2019 15:30;0;0,64;0;0,64;;
29/5/2019 15:45;0;0,64;0;0,64;;
29/5/2019 16:00;0;0,64;0;0,64;;
29/5/2019 16:15;0;0,66;0;0,66;;
29/5/2019 16:30;0;0,67;0;0,67;;
29/5/2019 16:45;0;0,67;0;0,67;;
29/5/2019 17:00;0;0,67;0;0,67;;
29/5/2019 17:15;0;0,68;0;0,68;;
29/5/2019 17:30;0;0,68;0;0,68;;
29/5/2019 17:45;0;0,68;0;0,68;;
29/5/2019 18:00;0;0,68;0;0,68;;
29/5/2019 18:15;0;0,68;0;0,68;;
29/5/2019 18:30;0;0,68;0;0,68;;
29/5/2019 18:45;0;0,68;0;0,68;;
29/5/2019 19:00;0;0,68;0;0,68;;
29/5/2019 19:15;0;0,68;0;0,68;;
29/5/2019 19:30;0;0,68;0;0,68;;
29/5/2019 19:45;0;0,68;0;0,68;;
29/5/2019 20:00;0;0,68;0;0,68;;
29/5/2019 20:15;0;0,68;0;0,68;;
29/5/2019 20:30;0;0,68;0;0,68;;
29/5/2019 20:45;0;0,69;0;0,69;;
29/5/2019 21:00;0;0,69;0;0,69;;
29/5/2019 21:15;0;0,69;0;0,69;;
29/5/2019 21:30;0;0,69;0;0,69;;
29/5/2019 21:45;0;0,69;0;0,69;;
29/5/2019 22:00;0;0,69;0;0,69;;
29/5/2019 22:15;0;0,69;0;0,69;;
29/5/2019 22:30;0;0,69;0;0,69;;
29/5/2019 22:45;0;0,69;0;0,69;;
29/5/2019 23:00;0;0,69;0;0,69;;
29/5/2019 23:15;0;0,68;0;0,68;;
29/5/2019 23:30;0;0,68;0;0,68;;
29/5/2019 23:45;0;0,68;0;0,68;;
30/5/2019 00:00;0;0,68;0;0,68;;
30/5/2019 00:15;0;0,68;0;0,68;;
30/5/2019 00:30;0;0,67;0;0,67;;
30/5/2019 00:45;0;0,67;0;0,67;;
30/5/2019 01:00;0;0,67;0;0,67;;
30/5/2019 01:15;0;0,67;0;0,67;;
30/5/2019 01:30;0;0,67;0;0,67;;
30/5/2019 01:45;0;0,67;0;0,67;;
30/5/2019 02:00;0;0,66;0;0,66;;
30/5/2019 02:15;0;0,66;0;0,66;;
30/5/2019 02:30;0;0,66;0;0,66;;
30/5/2019 02:45;0;0,66;0;0,66;;
30/5/2019 03:00;0;0,66;0;0,66;;
30/5/2019 03:15;0;0,66;0;0,66;;
30/5/2019 03:30;0;0,66;0;0,66;;
30/5/2019 03:45;0;0,65;0;0,65;;
30/5/2019 04:00;0;0,65;0;0,65;;
30/5/2019 04:15;0;0,65;0;0,65;;
30/5/2019 04:30;0;0,65;0;0,65;;
30/5/2019 04:45;0;0,65;0;0,65;;
30/5/2019 05:00;0;0,64;0;0,64;;
30/5/2019 05:15;0;0,64;0;0,64;;
30/5/2019 05:30;0;0,64;0;0,64;;
30/5/2019 05:45;0;0,64;0;0,64;;
30/5/2019 06:00;0;0,64;0;0,64;;
30/5/2019 06:15;0;0,64;0;0,64;;
30/5/2019 06:30;0;0,63;0;0,63;;
30/5/2019 06:45;0;0,63;0;0,63;;
30/5/2019 07:00;0;0,63;0;0,63;;
30/5/2019 07:15;0;0,63;0;0,63;;
30/5/2019 07:30;0;0,63;0;0,63;;
30/5/2019 07:45;0;0,63;0;0,63;;
30/5/2019 08:00;0;0,62;0;0,62;;
30/5/2019 08:15;0;0,62;0;0,62;;
30/5/2019 08:30;0;0,62;0;0,62;;
30/5/2019 08:45;0;0,62;0;0,62;;
30/5/2019 09:00;0;0,62;0;0,62;;
30/5/2019 09:15;0;0,62;0;0,62;;
30/5/2019 09:30;0;0,61;0;0,61;;
30/5/2019 09:45;0;0,61;0;0,61;;
30/5/2019 10:00;0;0,61;0;0,61;;
30/5/2019 10:15;0;0,61;0;0,61;;
30/5/2019 10:30;0;0,61;0;0,61;;
30/5/2019 10:45;0;0,61;0;0,61;;
30/5/2019 11:00;0;0,61;0;0,61;;
30/5/2019 11:15;0;0,61;0;0,61;;
30/5/2019 11:30;0;0,62;0;0,62;;
30/5/2019 11:45;0;0,62;0;0,62;;
30/5/2019 12:00;0;0,62;0;0,62;;
30/5/2019 12:15;0;0,61;0;0,61;;
30/5/2019 12:30;0;0,61;0;0,61;;
30/5/2019 12:45;0;0,61;0;0,61;;
30/5/2019 13:00;0;0,61;0;0,61;;
30/5/2019 13:15;0;0,62;0;0,62;;
30/5/2019 13:30;0;0,62;0;0,62;;
30/5/2019 13:45;0;0,63;0;0,63;;
30/5/2019 14:00;0;0,63;0;0,63;;
30/5/2019 14:15;0;0,63;0;0,63;;
30/5/2019 14:30;0;0,64;0;0,64;;
30/5/2019 14:45;0;0,64;0;0,64;;"Ajuste de nível
Régua: 1,17m
Datalogger: 0,64m"
30/5/2019 15:00;0;1,12;0;1,12;;
30/5/2019 15:15;0;1,17;0;1,17;;
30/5/2019 15:30;0;1,17;0;1,17;;
30/5/2019 15:45;0;1,18;0;1,18;;
30/5/2019 16:00;0;1,18;0;1,18;;
30/5/2019 16:15;0;1,19;0;1,19;;
30/5/2019 16:30;0;1,2;0;1,2;;
30/5/2019 16:45;0;1,2;0;1,2;;
30/5/2019 17:00;0;1,2;0;1,2;;
30/5/2019 17:15;0;1,2;0;1,2;;
30/5/2019 17:30;0;1,19;0;1,19;;
30/5/2019 17:45;0;1,2;0;1,2;;
30/5/2019 18:00;0;1,2;0;1,2;;
30/5/2019 18:15;0;1,2;0;1,2;;
30/5/2019 18:30;0;1,19;0;1,19;;
30/5/2019 18:45;0;1,19;0;1,19;;
30/5/2019 19:00;0;1,19;0;1,19;;
30/5/2019 19:15;0;1,19;0;1,19;;
30/5/2019 19:30;0;1,19;0;1,19;;
30/5/2019 19:45;0;1,19;0;1,19;;
30/5/2019 20:00;0;1,19;0;1,19;;
30/5/2019 20:15;0;1,19;0;1,19;;
30/5/2019 20:30;0;1,19;0;1,19;;
30/5/2019 20:45;0;1,19;0;1,19;;
30/5/2019 21:00;0;1,19;0;1,19;;
30/5/2019 21:15;0;1,19;0;1,19;;
30/5/2019 21:30;0;1,19;0;1,19;;
30/5/2019 21:45;0;1,19;0;1,19;;
30/5/2019 22:00;0;1,19;0;1,19;;
30/5/2019 22:15;0;1,19;0;1,19;;
30/5/2019 22:30;0;1,19;0;1,19;;
30/5/2019 22:45;0;1,19;0;1,19;;
30/5/2019 23:00;0;1,19;0;1,19;;
30/5/2019 23:15;0;1,19;0;1,19;;
30/5/2019 23:30;0;1,19;0;1,19;;
30/5/2019 23:45;0;1,19;0;1,19;;
31/5/2019 00:00;0;1,19;0;1,19;;
31/5/2019 00:15;0;1,19;0;1,19;;
31/5/2019 00:30;0;1,19;0;1,19;;
31/5/2019 00:45;0;1,19;0;1,19;;
31/5/2019 01:00;0;1,19;0;1,19;;
